symbol,price,price_change,price_percent_change
MAKSY,10.56,1.3,14.04
INTA,54.82,-2.21,3.88
TEX,35.64,-1.09,2.94
LNC,31.49,-1.07,3.29
PINS,27.53,-0.61,2.16
DAY,55.06,-1.16,2.06
VRN,5.58,-0.3,5.10
DECK,113.18,-2.88,2.49
BLCO,12.53,1.53,13.91
KTB,59.48,7.26,13.90
ALIT,5.22,-0.12,2.25
YETI,29.84,-1.06,3.43
BHF,52.21,-1.67,3.10
AVAV,135.77,-1.95,1.41
PK,9.72,-0.35,3.53
DASH,184.73,-3.85,2.04
LYFT,11.16,-0.18,1.59
RGEN,117.36,-6.49,5.24
OUT,14.51,-0.57,3.78
GKOS,91.42,-2.14,2.28
AVNT,30.86,-2.03,6.17
WSM,148.91,-9.34,5.87
TGOPY,25.30,3.03,13.61
FLEX,30.30,-1.28,4.05
GPN,90.26,10.79,13.58
VICR,47.47,-1.69,3.44
NOW,808.60,-17.35,2.10
CVE,11.49,-0.52,4.28
LOAR,83.99,-1.47,1.72
OS,19.55,-0.81,3.96
MASI,158.55,-6.02,3.66
TREX,55.44,-1.87,3.22
PH,573.59,-22.51,3.78
PANW,169.52,-3.5,2.02
PCOR,62.68,-1.17,1.86
PAR,55.51,-2.18,3.78
AXP,255.02,-7.33,2.80
AESI,14.10,-0.56,3.85
PONY,6.33,-0.21,3.21
BBY,60.44,-3.21,5.04
FOUR,83.36,9.79,13.31
BRKR,39.40,-1.79,4.29
CSWI,280.00,-8.11,2.81
AGCO,83.35,-2.46,2.87
KC,13.13,0.15,1.16
CLSK,7.46,-0.17,2.22
ACVA,14.51,1.69,13.18
TNL,42.36,-1.53,3.49
PAYC,218.50,25.43,13.17
LOGI,70.99,-3.21,4.33
FANG,128.79,-6.14,4.55
TWLO,89.30,-2.68,2.91
ODD,41.87,-0.93,2.17
BIO,243.12,-6.05,2.43
