symbol,price,price_change,price_percent_change
MRCY,45.12,1.63,3.75
DKNG,34.43,1.24,3.74
QXO,14.72,0.54,3.81
CEG,214.46,7.52,3.63
ATGE,105.83,3.86,3.79
UAA,6.59,0.24,3.70
FIX,342.28,12.28,3.72
R,151.75,5.49,3.75
MAC,17.71,0.65,3.81
WCC,162.35,5.93,3.79
RCRUY,10.80,0.39,3.75
TKO,158.72,5.73,3.75
RDNT,52.51,1.89,3.73
LGND,108.73,3.91,3.73
VIK,41.99,1.5,3.70
ENVA,103.62,3.7,3.70
NVMI,191.68,6.78,3.67
RNW,6.04,0.2,3.42
CAVA,90.32,3.12,3.58
GTLS,151.47,5.34,3.65
OWL,21.17,0.75,3.65
AEO,12.65,0.44,3.61
WPP,37.54,1.32,3.64
NUVL,70.46,2.46,3.62
DELL,95.30,3.34,3.63
RXRX,5.29,0.2,3.83
FUN,37.37,1.25,3.46
UPST,47.63,1.63,3.54
GTES,19.24,0.67,3.61
ALGN,163.98,5.9,3.73
BOOT,115.03,4.03,3.63
BZLFY,19.57,0.68,3.60
KRYS,181.00,6.42,3.68
TNL,48.04,1.63,3.52
LTH,31.29,1.08,3.57
QFIN,45.87,1.58,3.57
U,20.94,0.75,3.71
MTZ,122.79,4.09,3.45
PFSI,103.70,3.69,3.69
WBD,10.56,0.35,3.43
UA,6.30,0.2,3.28
TEAM,223.96,7.55,3.49
ZETA,14.52,0.49,3.49
SAH,59.85,1.99,3.43
DRVN,17.31,0.57,3.41
LNC,37.25,1.24,3.44
TGLS,74.40,2.47,3.44
ATS,26.22,0.87,3.43
TLN,214.73,7.29,3.51
NET,119.50,3.84,3.32
MMS,71.01,2.33,3.39
BDC,104.51,3.43,3.39
BX,147.61,4.81,3.37
ARES,154.52,5.08,3.40
CRDO,43.04,1.32,3.16
BNTX,93.32,3.03,3.36
PLNT,98.80,3.12,3.26
RBRK,62.39,1.92,3.18
MDGL,334.60,10.62,3.28
SHC,11.50,0.37,3.32
RSI,11.36,0.37,3.37
EXP,235.11,7.63,3.35
PLTR,87.45,2.77,3.27
